"X1","店名","地址","店名是否包含搜索关键词","区县镇"
"茂名市美团买菜","美团专送","广东省茂名市茂南区计星路一巷60号",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(福华站)","广东省茂名市茂南区官山三路392号",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(化州市北岸站)","茂名市化州市北岸西路与登峰路交叉路口西北侧(化州市第四中学东南侧)",1,"茂名化州市"
"茂名市美团买菜","美团专送","广东省茂名市茂南区官南一街",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(双山二路店)",NA,1,NA
"茂名市美团买菜","美团优选小店","茂名市化州市人民路(化州市官桥中学南侧约200米)",1,"茂名化州市"
"茂名市美团买菜","美团专送","广东省茂名市茂南区荔红四街3号附近",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(河东站)","茂名市化州市向阳路四横巷与北京东二路交叉路口南侧(志威宾馆西南侧约100米)",1,"茂名化州市"
"茂名市美团买菜","美团专送","广东省茂名市茂南区官山一路60号",1,"茂名茂南区"
"茂名市美团买菜","美团专送","广东省茂名市茂南区新福五路166号东南80米",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(人民南路店)","广东省茂名市信宜市人民南路33附近",1,"茂名信宜市"
"茂名市美团买菜","美团外卖(谢观路店)","广东省茂名市高州市Y733(谢观路)",1,"茂名高州市"
"茂名市美团买菜","美团专送(华侨城站)","广东省茂名市茂南区人民南路133号",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(教育路店)","茂名市信宜市教育路与金湖东路交叉路口往北约150米(信宜一中西侧约50米)",1,"茂名信宜市"
"茂名市美团买菜","美团外卖(新城大道店)","茂名市茂南区新城大道与茂东快线交叉路口往北约100米",1,"茂名茂南区"
"茂名市美团买菜","美团外卖(羊东一路店)","广东省茂名市茂南区羊东一路",1,"茂名茂南区"
"茂名市美团买菜","美团优选(六联服务点)","茂名市高州市和平路(高州市沙田中学东南侧约150米)",1,"茂名高州市"
"茂名市叮咚买菜","叮咚店","广东省茂名市电白区海滨大道126号叮咚店",1,"茂名电白区"
"肇庆市盒马鲜生","盒马","肇庆市德庆县龙母西街(鸿景城)",1,"肇庆德庆县"
"肇庆市美团买菜","美团专送","肇庆市端州区翠星路七巷与康乐北路交叉路口往东南约150米(伴月花园东南侧)",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","广东省肇庆市端州区翠星路北一街5号附近",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市端州区翠岗路与端州三路四巷交叉路口往北约200米(天鹅堡南侧)",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市端州区端州七路与睦洲路交叉路口往西约200米(爱华学校西南侧约150米)",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市高要区广新一路与清湖路交叉路口东北侧(南岸初级中学东侧)",1,"肇庆高要区"
"肇庆市美团买菜","美团专送","广东省肇庆市端州区工农南路8-10号附近",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市端州区肇庆大道与风顺一街交叉路口西侧(肇庆波海商务酒店)",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市高要区金沙路与文明街交叉路口东北侧(天天兴生活广场东南侧)",1,"肇庆高要区"
"肇庆市美团买菜","美团专送(大旺站)","肇庆市四会市天成路(发现美院)",1,"肇庆四会市"
"肇庆市美团买菜","美团专送","肇庆市广宁县百盈大道(坤苑花园北侧)",1,"肇庆广宁县"
"肇庆市美团买菜","美团专送","广东省肇庆市端州区阅江路276号附近",1,"肇庆端州区"
"肇庆市美团买菜","美团专送","肇庆市广宁县环城东路(华美幼儿园东北侧约50米)",1,"肇庆广宁县"
"肇庆市美团买菜","美团专送(城东站)","广东省肇庆市端州区雅图路15号",1,"肇庆端州区"
"肇庆市美团买菜","美团外卖专送",NA,1,NA
"肇庆市美团买菜","美团专送","肇庆市高要区金贸大街(金盛大酒店东南侧约50米)",1,"肇庆高要区"
"肇庆市美团买菜","美团外卖(朝阳东路店)",NA,1,NA
"肇庆市叮咚买菜","叮咚小吃",NA,1,NA
"肇庆市叮咚买菜","叮咚井","肇庆市端州区迎宾大道七星岩旅游度假区内",1,"肇庆端州区"
"清远市美团买菜","美团专送","清远市清城区鹿鸣路与昌记新村西四巷交叉路口往东约50米(城市花园)",1,"清远清城区"
"清远市美团买菜","美团专送","清远市清城区康乐路与半环北路交叉路口往南约200米(晟禾·汇江花园)",1,"清远清城区"
"清远市美团买菜","美团专送","广东省清远市清城区凤翔大道",1,"清远清城区"
"清远市美团买菜","美团专送","清远市清新区中山路与东三街交叉路口往东约100米(时代豪苑)",1,"清远清新区"
"清远市美团买菜","美团专送","广东省清远市清新区G107(清和大道)",1,"清远清新区"
"清远市美团买菜","美团站点","清远市清新区太和镇明霞大道中48号B4栋112号",1,"清远清新区"
"清远市美团买菜","英德市美团外卖(百花路店)",NA,1,NA
"清远市美团买菜","美团专送","清远市清城区静福路与北江一路交叉路口往西南约150米(炒沙新村)",1,"清远清城区"
"清远市美团买菜","美团外卖(福田路店)","广东省清远市佛冈县福田路",1,"深圳福田区"
"清远市美团买菜","美团配送","广东省清远市清城区G107(桥北路)",1,"清远清城区"
"清远市美团买菜","美团外卖(东城站)","广东省清远市清城区增强东大街北四巷11-12号",1,"清远清城区"
"清远市美团买菜","美团专送","广东省清远市清城区G107(桥北路)",1,"清远清城区"
"清远市美团买菜","美团专送","广东省清远市清城区聚龙街34号-1座",1,"清远清城区"
"清远市美团买菜","美团专送","清远市清城区新桂苑东巷与Ｙ００４交叉路口往东南约150米(好运来)",1,"清远清城区"
"清远市美团买菜","美团外卖(东岗路店)",NA,1,NA
"清远市美团买菜","美团工作室","广东省清远市清城区",1,"清远清城区"
"清远市美团买菜","美团专送","广东省清远市清城区连江路4区12-3号楼南80米",1,"清远清城区"
"清远市美团买菜","美团专送(城市百合雅居北)","清远市清城区城市百合雅居1号铺",1,"清远清城区"
"清远市美团买菜","美团外卖(连州店)","广东省清远市连州市良江路",1,"清远连州市"
"清远市美团买菜","美团专送","清远市清城区广业街与广泰街交叉路口东侧(广泰商业街)",1,"清远清城区"
"清远市美团买菜","美团外卖(石角站)","广东省清远市清城区金康大街",1,"清远清城区"
"清远市美团买菜","美团外卖(兴园大道店)","清远市连州市兴园大道",1,"清远连州市"
"清远市美团买菜","美团外卖(丰收路店)","清远市英德市丰收路(浛洸综合市场西南侧约50米)",1,"清远英德市"
"揭阳市盒马鲜生","合马鲜生配送","揭阳市普宁市",0,"揭阳普宁市"
"揭阳市盒马鲜生","盒马便当","广东省揭阳市普宁市平湖街",1,"揭阳普宁市"
"揭阳市美团买菜","美团优选","揭阳市普宁市",1,"揭阳普宁市"
"揭阳市美团买菜","美团外卖(普宁运营中心)","揭阳市普宁市环市北路与引榕路交叉路口往东约150米(尚东一品东北侧)",1,"揭阳普宁市"
"揭阳市美团买菜","美团专送","揭阳市榕城区美阳路(揭阳市榕城区红十字会医院东侧约100米)",1,"揭阳榕城区"
"揭阳市美团买菜","美团专送","广东省揭阳市揭东区",1,"揭阳揭东区"
"揭阳市美团买菜","美团专送","揭阳市榕城区顺兴路与进贤门大道交叉路口往西北约150米(梅兜新工业区南侧约250米)",1,"揭阳榕城区"
"揭阳市美团买菜","美团优选","揭阳市惠来县",1,"揭阳惠来县"
"揭阳市美团买菜","美团专送","揭阳市榕城区进贤门大道与港福路交叉路口往南约50米(绿茵豪苑)",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(东圃站)",NA,1,NA
"揭阳市美团买菜","美团外卖(占陇站)","广东省揭阳市普宁市",1,"揭阳普宁市"
"揭阳市美团买菜","美团专送","揭阳市揭东区西一街与金凤路交叉路口往东北约200米(巨轮苑东南侧约100米)",1,"揭阳揭东区"
"揭阳市美团买菜","美团外卖(广达站)","广东省揭阳市普宁市福盛东路",1,"揭阳普宁市"
"揭阳市美团买菜","美团专送","揭阳市揭东区烟汕线(王名盛纪念中学东侧约150米)",1,"揭阳揭东区"
"揭阳市美团买菜","美团外卖(赤华南路店)",NA,1,NA
"揭阳市美团买菜","美团外卖(河山一横路店)","揭阳市揭西县河山一横路与河山路交叉路口西北侧(揭西县广播电视大学西侧)",1,"揭阳揭西县"
"揭阳市美团买菜","美团外卖(河山路店)",NA,1,NA
"揭阳市美团买菜","美团专送","揭阳市惠来县惠神北路与广鸣路交叉路口往南约200米(桂欣苑)",1,"揭阳惠来县"
"揭阳市美团买菜","美团外卖(白马站)",NA,1,NA
"揭阳市美团买菜","美团专送","揭阳市榕城区环市西路(荣信幼儿园南侧约150米)",1,"揭阳榕城区"
"揭阳市美团买菜","美团专送","广东省揭阳市榕城区榕港路442号附近",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(玉榕路店)","广东省揭阳市榕城区玉榕路",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(隆江站)","广东省揭阳市惠来县",1,"揭阳惠来县"
"揭阳市美团买菜","美团专送","广东省揭阳市榕城区榕华大道辅路(田东贤德农民小区门口)",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(惠神北路店)",NA,1,NA
"揭阳市美团买菜","美团专送","揭阳市揭东区凤安路(德里中学西侧约50米)",1,"揭阳揭东区"
"揭阳市美团买菜","美团专送(渔湖站)","广东省揭阳市榕城区十一路",1,"揭阳榕城区"
"揭阳市美团买菜","美团专送","揭阳市榕城区紫泰路与仙马路交叉路口往东南约50米(西洋幼儿园北侧约150米)",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(河江大道店)","广东省揭阳市揭西县河江大道128号",1,"揭阳揭西县"
"揭阳市美团买菜","美团外卖(广鸣路店)","揭阳市惠来县广鸣路(惠来葵梅市场东北侧)",1,"揭阳惠来县"
"揭阳市美团买菜","美团外卖(金鲤路店)",NA,1,NA
"揭阳市美团买菜","美团外卖(温泉路店)","广东省揭阳市揭西县温泉路14号附近",1,"揭阳揭西县"
"揭阳市美团买菜","美团外卖招募令","揭阳市榕城区新阳东路与晓翠路交叉路口往东北约100米(揭阳市阳光职业学校西侧)",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(中兴路店)","揭阳市榕城区玉麟街与中兴路交叉路口往西北约150米(阳光雅园东侧)",1,"揭阳榕城区"
"揭阳市美团买菜","美团外卖(镇南路店)","揭阳市普宁市金鲤路与镇南路交叉路口西侧(里湖茶叶专业市场南侧约100米)",1,"揭阳普宁市"
"揭阳市美团买菜","美团外卖送啥都快","揭阳市惠来县站北路与向东路交叉路口往北约150米(龙湖花园东南侧)",1,"揭阳惠来县"
"揭阳市美团买菜","美团外卖送啥都快","广东省揭阳市惠来县G228(葵和大道)",1,"揭阳惠来县"
"揭阳市叮咚买菜","摇叮咚","广东省揭阳市榕城区东湖路",1,"揭阳榕城区"
"揭阳市叮咚买菜","叮咚琴艺","揭阳市揭西县河山路与农化路交叉路口往东北约100米(军田居委南苑东侧)",1,"揭阳揭西县"
"云浮市美团买菜","美团外卖(红岗西路店)","云浮市罗定市",1,"云浮罗定市"
"云浮市美团买菜","美团外卖(新兴站)","广东省云浮市新兴县东堤南路",1,"云浮新兴县"
"云浮市美团买菜","美团外卖(人民中路店)","云浮市罗定市人民中路与阜康路交叉路口往东约50米(时代名苑西侧)",1,"云浮罗定市"
"云浮市美团买菜","美团外卖(育华路店)","云城区育华路45号",1,"云浮云城区"
"广州市盒马鲜生","盒马鲜生(居然之家店)","广州市天河区汇彩路与黄埔大道东交叉路口往东北约50米(汇乾·中彩大厦南侧约200米)",1,"广州天河区"
"广州市盒马鲜生","盒马鲜生(保利时光里店)","广州市越秀区建设大马路18号保利时光里·广州B1",1,"广州越秀区"
"广州市盒马鲜生","盒马鲜生(新一城店)","广州市海珠区宝岗大道498号广百新一城B1",1,"广州海珠区"
"广州市盒马鲜生","盒马鲜生(广武店)","广州市天河区天河路603号岗顶莱福广场2层",1,"广州天河区"
"广州市盒马鲜生","盒马鲜生(家信店)","广州市海珠区金沙路与工业大道北交叉路口往西约100米(家信商业中心)",1,"广州海珠区"
"广州市盒马鲜生","盒马鲜生(曜一城店)","广州市天河区天河北路719-721号",1,"广州天河区"
"广州市盒马鲜生","盒马鲜生(侨建大厦店)","广东省广州市海珠区南洲路154号",1,"广州海珠区"
"广州市盒马鲜生","盒马鲜生(新都汇店)","广东省广州市白云区西槎路96号新都汇广场二层",1,"广州白云区"
"广州市盒马鲜生","盒马鲜生(合一国际店)","广州市白云区广州大道北1968-2002号合一国际广场2层",1,"广州白云区"
"广州市盒马鲜生","盒马鲜生(广州岭南新世界店)","广东省广州市白云区百顺北路1号新世界云逸云门NEW PRAK商场M层",1,"广州白云区"
"广州市盒马鲜生","盒马鲜生(四海城店)","广东省广州市番禺区汉溪大道",1,"广州番禺区"
"广州市盒马鲜生","盒马生鲜","广东省广州市越秀区越秀北路319号",1,"广州越秀区"
"广州市盒马鲜生","盒马鲜生收货区","广州市花都区茶园南路与松园路交叉路口往西南约100米(路劲天隽峰北侧)",1,"广州花都区"
"广州市盒马鲜生","盒马鲜生(西门口广场店)","广东省广州市荔湾区光复北路725号",1,"广州荔湾区"
"广州市盒马鲜生","盒马鲜生(金菊路店)",NA,1,NA
"广州市盒马鲜生","盒马鲜生(建华路店)","广州市番禺区建华路与大山建华北路二巷交叉路口东南侧(建华汇商业中心)",1,"广州番禺区"
"广州市盒马鲜生","盒马鲜生(富基广场店)","广东省广州市海珠区小港路145号",1,"广州海珠区"
"广州市盒马鲜生","盒马鲜生保利中环店收货部","广东省广州市越秀区东12街1号之1",1,"广州越秀区"
"广州市盒马鲜生","盒马鲜生保利时光里店配送区","广东省广州市越秀区环市东路332号配送区",1,"广州越秀区"
"广州市盒马鲜生","盒马鮮生(兴南大道店)","广东省广州市番禺区南村镇立鼎商务中心四海城盒马鮮生",1,"广州番禺区"
"广州市盒马鲜生","盒马生鲜","广东省广州市越秀区中环大厦盒马生鲜",1,"广州越秀区"
"广州市盒马鲜生","盒马","广州市越秀区梓元岗路(尚峰五金皮料交易市场)",1,"广州越秀区"
"广州市盒马鲜生","盒马来了","广州市海珠区工业大道北与荔福路交叉路口西北侧(家信商业中心)",1,"广州海珠区"
"广州市朴朴超市","朴朴超市","广东省广州市海珠区凤阳街道泰沙路28号扑扑超市",1,"广州海珠区"
"广州市美团买菜","美团买菜","南珠北街路18号1层101-2室",1,NA
"广州市美团买菜","美团买菜门店","广东广州市天河区员村街道四横路八号石东商务中心",1,"广州天河区"
"广州市美团买菜","美团买菜","天河区兴华路30号",1,"广州天河区"
"广州市美团买菜","美团买菜(南业路站)","广东省广州市番禺区建业路103号",1,"广州番禺区"
"广州市美团买菜","美团买菜","广东省广州市天河区潭村路110号东80米",1,"广州天河区"
"广州市美团买菜","美团买菜","广深西大道63号",1,NA
"广州市美团买菜","美团买菜","区天河区龙洞第三工业区",1,"广州天河区"
"广州市美团买菜","美团买菜","广州市黄埔区港前路(悦涛雅苑东侧约100米)",1,"广州黄埔区"
"广州市美团买菜","美团买菜","广东省广州市黄埔区萝岗公路街自编13号附近",1,"广州黄埔区"
"广州市美团买菜","美团买菜","广东省广州市黄埔区茅岗路90号",1,"广州黄埔区"
"广州市美团买菜","美团买菜","广州市番禺区圆岗大道东路(7号小镇创意园)",1,"广州番禺区"
"广州市美团买菜","美团买菜","广州市番禺区石清公路与北环西路交叉路口往东南约100米(建发广场番禺西南侧)",1,"广州番禺区"
"广州市美团买菜","美团买菜","广州市天河区龙口中路与龙口东路交叉路口东侧(华天国际广场)",1,"广州天河区"
"广州市美团买菜","美团买菜","敦和路85号协爽IDEA创工场",1,NA
"广州市美团买菜","美团买菜","广东省广州市白云区同沙路天健家居装饰广场B栋",1,"广州白云区"
"广州市美团买菜","美团买菜","广东省广州市白云区兴源五金商贸城二街1号",1,"广州白云区"
"广州市美团买菜","美团买菜","人民北路604号-2",1,NA
"广州市美团买菜","美团买菜","广州市白云区南村南路与鹤龙四路交叉路口西南侧(欣欣幼儿园东北侧)",1,"广州白云区"
"广州市美团买菜","美团买菜","广州市越秀区三元里大道(民生商业大厦)",1,"广州越秀区"
"广州市美团买菜","美团买菜","茅岗路98号",1,NA
"广州市美团买菜","美团买菜","广州市番禺区河村西路与南大路交叉路口往东南约150米(5号科创谷)",1,"广州番禺区"
"广州市美团买菜","美团买菜","夏茅海口科创园石夏路23号",1,NA
"广州市美团买菜","美团买菜","广州市白云区广州大道北(金汇假日酒店东北侧约50米)",1,"广州白云区"
"广州市美团买菜","中南三路美团买菜","广东省广州市番禺区大石街道东联工业区中心南路67号东盛大楼中南三路美团买菜",1,"广州番禺区"
"广州市美团买菜","美团买菜","广州市白云区石槎路(宾利国际大厦西北侧)",1,"广州白云区"
"广州市美团买菜","美团配送站","广东省广州市越秀区东昌南街22号101室",1,"广州越秀区"
"广州市美团买菜","美团买菜(花地商业中心店)","广州荔湾区百花路8号花地商业中心F1",1,"广州荔湾区"
"广州市美团买菜","美团买菜","棠涌黄沙岗东一街帕斯网咖隔壁",1,NA
"广州市美团买菜","美团买菜","广东省广州市白云区望岗工业二路20号",1,"广州白云区"
"广州市美团买菜","美团买菜","广州市天河区高唐路(广电物业大厦)",1,"广州天河区"
"广州市美团买菜","美团买菜","广州市白云区京深线与新围路交叉路口往北约50米(福星文体广场)",1,"广州白云区"
"广州市美团买菜","美团专送","广东省广州市白云区新市西街43号西60米",1,"广州白云区"
"广州市美团买菜","美团买菜","广州市白云区白云堡道与白云堡立交桥交叉路口往东南约50米(维也纳酒店)",1,"广州白云区"
"广州市美团买菜","美团买菜(员岗站)","广东省广州市番禺区观景路232-1",1,"广州番禺区"
"广州市美团买菜","美团买菜(白云东平店)","广东省广州市白云区X304(均禾大道)",1,"广州白云区"
"广州市美团买菜","美团专送","广州市海珠区宝岗大道与南田路交叉路口往南约150米(翠屏·瀚宇贵都东侧)",1,"广州海珠区"
"广州市美团买菜","美团外卖(明珠街店)","广东省广州市天河区明珠街39号",1,"广州天河区"
"广州市美团买菜","美团站点","广东省广州市荔湾区周门街2号-5",1,"广州荔湾区"
"广州市美团买菜","美团外卖(黄边站)","广东省广州市白云区乐鸣一街55号",1,"广州白云区"
"广州市美团买菜","美团外卖(站点ID2007426)","广东省广州市番禺区庭福路",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜门店","广东省广州市荔湾区芳信路33号附近",1,"广州荔湾区"
"广州市叮咚买菜","叮咚买菜","广州市南沙区富佳北街与惠昌街交叉路口往东约50米(紫茗花园)",1,"广州南沙区"
"广州市叮咚买菜","叮咚买菜","广州市天河区兴华路与兴华直街交叉路口东侧(天河峰景大厦)",1,"广州天河区"
"广州市叮咚买菜","叮咚买菜","广州市荔湾区东漖北路与百花路交叉路口往北约100米(丽和华庭)",1,"广州荔湾区"
"广州市叮咚买菜","叮咚买菜店里","广东省广州市天河区车陂街道中山大道中六号雅景大广场叮咚买菜店里",1,"广州天河区"
"广州市叮咚买菜","叮咚买菜","广州市番禺区沿沙路(能达商务大厦)",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜","广州市番禺区福景路与德贤路交叉路口北侧(昊龙花园)",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜站点","广东省广州市番禺区市桥街道桥兴大道229号叮咚买菜站点",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜","广东省广州市海珠区万寿路7号",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","广州市南沙区板头九街与金岭北路交叉路口往东约50米(广州市勇源日用品工业有限公司)",1,"广州南沙区"
"广州市叮咚买菜","叮咚买菜店里","广东省广州市天河区珠吉街道东环路113号正穗大厦叮咚买菜店里",1,"广州天河区"
"广州市叮咚买菜","叮咚买菜","广州市天河区迎龙路(兴楠创意园)",1,"广州天河区"
"广州市叮咚买菜","叮咚买菜","广东省广州市白云区齐富北路16号-之1附近",1,"广州白云区"
"广州市叮咚买菜","叮咚买菜","广东省广州市白云区西槎路588号东南50米",1,"广州白云区"
"广州市叮咚买菜","叮咚买菜(琶洲站)","广州市海珠区广州环城高速与新港东路交叉路口往北约200米(琶洲幼儿园东北侧)",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","海珠区蓝田路杏林小区10号楼",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","广州市荔湾区周门南路与周门路交叉路口往西约50米(中兴苑)",1,"广州荔湾区"
"广州市叮咚买菜","叮咚买菜站点","广东广州市天河区黄村街道黄村北环路26号润豪家具叮咚买菜站点",1,"广州天河区"
"广州市叮咚买菜","欧梵叮咚买菜","广东省广州市白云区黄庄南路74号欧梵叮咚买菜",1,"广州白云区"
"广州市叮咚买菜","叮咚买菜","广州市海珠区昌岗中路与宝岗大道交叉路口往西南约150米(广州远洋沙园小区北侧)",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","广州市番禺区泰兴路与市莲路交叉路口东南侧(华汇大厦)",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜","广州市增城区东坑四横路与富源路交叉路口西北侧(增城九龙男科西南侧约50米)",1,"广州增城区"
"广州市叮咚买菜","叮咚买菜","广州市番禺区兴业大道西(毓宏1号)",1,"广州番禺区"
"广州市叮咚买菜","叮咚买菜","广州市黄埔区城门大街(黄埔国光学校东侧约50米)",1,"广州黄埔区"
"广州市叮咚买菜","叮咚买菜","广州市白云区白云堡道与白云堡立交桥交叉路口往东南约50米(维也纳酒店)",1,"广州白云区"
"广州市叮咚买菜","叮咚买菜","广东省广州市海珠区赤岗东路335、339附近",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","广东省广州市海珠区尚岭一街",1,"广州海珠区"
"广州市叮咚买菜","叮咚买菜","广东省广州市越秀区六榕路65号7楼附近",1,"广州越秀区"
"广州市叮咚买菜","叮咚买菜","广东省广州市黄埔区香雪大道",1,"广州黄埔区"
"广州市叮咚买菜","叮咚买菜","广州市番禺区桥兴大道与扶风大街交叉路口西侧(雅居乐鸿禧华庭2期西侧)",1,"广州番禺区"
"广州市叮咚买菜","麦乐叮咚(嘉禾店)","广东省广州市白云区东胜北街28号",1,"广州白云区"
"深圳市盒马鲜生","盒马鲜生(龙华1881店)","广东省深圳市龙华区民治大道342号1881MALL二层",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生(民治店)","广东省深圳市龙华区民治大道牛栏前大厦岁宝百货2楼",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生(幸福城店)","广东省深圳市龙华区和平路与清泉路交汇处清湖地铁站D口1979圈圈购物中心M层",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生(景田店)","深圳市福田区景田南路30号岁宝百货2层",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(桃源村岁宝店)","深圳市南山区龙珠八路16号岁宝百货B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(皇庭广场店)","深圳市福田区福华三路118号皇庭广场B1",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(花好园店)","深圳市福田区沙头街道滨河大道9299号花好园2层201号",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(水贝IBC MALL店)","深圳市罗湖区布心路3008号IBC环球商务中心B1层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(红宝店)","深圳市罗湖区桂圆街道宝安南路2139号日豪名园裙楼1-2层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(益田岁宝店)","深圳市福田区福强路3017号益田岁宝广场1层",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(荟悦城店)","广东省深圳市宝安区新安四路荟悦城生活广场一层",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(锦荟店)","广东省深圳市龙岗区横岗街道龙岗大道1018号锦荟广场1层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(莲塘聚福岁宝店)","深圳市罗湖区聚福路与聚宝路交汇处聚福盒马里2层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(南山信和广场店)","深圳市南山区南海大道2088号信和购物广场B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(香悦里店)","广东省深圳市南山区招商东路与后海滨路交叉口恒裕滨城二期香悦里B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(志健广场店)","龙岗区茂盛路1号志健时代广场2层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(南山水湾1979店)","深圳市南山区荔园路水湾壹玖柒玖广场一期B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生客服中心(益田假日天地店)","深圳市宝安区永泰西路与广深公路交叉路口往西南约50米(怀德公元)",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(福永益田店)","深圳市宝安区广深路福永段77号益田假日天地B1层",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(龙翔岁宝店)","广东省深圳市龙岗区龙翔大道6045号岁宝百货2层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(欢乐时光店)","广东省深圳市南山区侨香路天鹅湖花园三期OCT PARK B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(宝树台店)","广东省深圳市福田区燕南路31号",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生配送区","深圳市福田区福强路(益田大厦)",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(翰邻城店)","广东省深圳市龙岗区龙城街道回龙埔社区龙平西路28-2号",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(宝石南路店)",NA,1,NA
"深圳市盒马鲜生","盒马鲜生(红山6979店)","广东省深圳市龙华区民治街道大岭社区红山6979二期7栋B135号",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生收货入口","广东省深圳市宝安区锦花路",1,"深圳宝安区"
"深圳市盒马鲜生","盒马里岁宝(莲塘店)","深圳市罗湖区莲塘路168号",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生民治店收货口","深圳市龙华区新牛路与民治大道交叉路口往南约50米(牛栏前大厦)",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生深圳加工中心","龙岗区环山路34号",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜美生活","深圳市南山区一甲东街与南头文化街交叉路口往东约200米(南山豪庭)",1,"深圳南山区"
"深圳市盒马鲜生","盒马生鲜","广东省深圳市福田区香蜜湖街道益华大厦",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生-收货通道","广东省深圳市南山区招商东路B1层",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","深圳市福田区华阳街与华发南路交叉路口往西约50米(鹏福楼)",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","福田街道福华三路恒运豪庭朴朴超市",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市罗湖区红岗路1188号君帆星商务宾馆2层",1,"深圳罗湖区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区八卦二路四栋3-5层",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区华发北路75",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区凯丰路6号",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市南山区龙井村路",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","广东省深圳市南山区龙珠大道355号",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","莲塘街道罗湖区国威路6号莲塘投资大厦",1,"深圳罗湖区"
"深圳市朴朴超市","域朴朴超市","广东省深圳市宝安区沙井街道沙茔三路西二巷兴达商务大厦朴n朴超市",1,"深圳宝安区"
"深圳市朴朴超市","朴朴超市深圳市朴朴网络科技有限公司","广东省深圳市宝安区西乡大道３４１号国汇通商务大厦",1,"深圳宝安区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区泰然五路F4-8栋",1,"深圳福田区"
